Date,apple_kg,banana_kg,guava_kg,mangoes_kg,pomegranate_kg,orange_kg,lemon_kg,grapes_kg,watermelon_kg,muskmelon_kg,onion_kg,carrot_kg,garlic_kg,coriander_kg,cucumber_kg,radish_kg,cabbage_kg,cauliflower_kg,tomato_kg,potato_kg,ginger_kg,broccoli_kg,lady_finger_kg,chillies_kg,brinjal_kg,bitter_gourd_kg,spinach_kg,pumpkin_kg,pointed_gourd_kg,beetroot_kg,capsicum_kg,green_peas_kg
2022-04-11,119.93,160.92,51.15,123.01,70.53,74.7,53.53,108.72,87.25,75.56,192.54,37.75,38.55,42.11,85.35,44.45,58.76,49.92,174.24,208.16,28.48,17.36,51.21,17.05,53.73,28.8,35.65,31.52,41.97,33.57,52.71,29.3
2022-04-12,124.86,156.23,50.77,115.94,63.96,74.06,40.71,100.19,97.78,81.63,173.66,45.66,50.3,42.19,97.28,56.15,70.24,39.84,183.35,235.02,31.07,23.58,63.74,27.27,68.5,25.98,39.02,42.07,39.07,27.33,44.01,30.33
2022-04-13,121.3,177.52,53.06,107.65,52.56,70.72,47.69,101.64,100.83,84.28,190.89,46.18,50.25,36.17,106.25,59.24,58.78,48.51,198.7,280.32,32.68,18.76,58.67,26.74,73.73,31.05,49.08,41.79,34.71,30.37,49.17,30.03
2022-04-14,90.48,172.34,50.6,112.39,50.28,73.88,49.23,105.31,111.97,72.67,155.45,34.54,33.93,28.57,110.83,47.38,67.37,43.05,235.01,277.51,33.11,21.16,52.65,24.8,59.98,36.47,41.95,47.06,36.86,32.15,51.91,43.63
2022-04-15,107.86,190.9,43.32,120.47,54.25,74.35,57.5,98.86,113.39,53.41,176.72,60.05,45.17,40.81,103.77,61.18,65.2,37.57,0.0,282.37,34.54,19.12,50.18,25.55,57.55,30.45,40.61,41.2,30.24,30.88,45.71,33.79
2022-04-16,120.24,202.63,55.02,157.15,66.62,75.2,45.08,134.87,94.44,60.3,255.24,47.32,47.92,35.43,97.13,63.66,76.6,43.49,241.09,274.03,40.77,17.14,40.93,31.67,70.65,34.45,57.48,41.58,33.11,28.28,49.18,41.67
2022-04-17,149.17,194.98,52.88,163.84,79.89,91.52,60.69,116.76,110.82,88.79,238.02,46.97,45.47,42.37,85.47,59.73,73.41,49.4,274.53,276.4,38.69,26.45,62.1,26.22,62.27,33.1,51.89,34.99,38.32,33.22,53.61,38.37
2022-04-18,120.44,146.89,49.8,130.83,72.92,87.33,55.16,118.31,91.5,62.41,198.97,39.63,51.42,42.39,94.1,48.95,51.83,31.72,228.54,293.33,39.36,22.22,0.0,20.96,62.66,31.77,47.51,31.9,32.14,32.69,58.25,28.02
2022-04-19,127.03,194.78,54.85,112.77,56.05,78.59,59.48,101.84,103.68,67.9,212.03,45.6,52.58,39.46,95.89,42.68,69.48,41.11,171.66,250.73,42.92,0.0,49.5,26.76,68.18,30.76,45.89,37.63,35.01,29.7,53.1,29.1
2022-04-20,115.28,145.25,44.95,121.28,55.84,75.71,56.37,112.03,0.0,80.71,168.94,50.67,46.39,43.98,110.85,59.6,67.64,42.48,189.63,220.12,33.19,20.78,49.63,26.49,63.15,23.52,39.43,46.1,41.58,29.86,51.12,30.01
2022-04-21,127.75,204.26,59.47,98.63,65.18,71.46,49.42,112.02,110.36,66.14,216.96,47.85,42.49,37.56,93.03,42.12,73.87,45.08,198.85,236.54,39.36,18.39,50.12,19.03,52.93,31.67,37.66,32.54,33.03,33.27,55.49,30.43
2022-04-22,117.78,137.65,51.12,151.29,65.12,74.62,40.96,109.75,104.75,59.65,186.05,42.97,43.34,35.41,85.04,59.94,59.48,32.98,181.68,282.92,35.85,18.1,54.63,29.96,59.73,30.49,47.47,40.54,38.71,32.36,49.69,35.71
2022-04-23,130.79,161.44,60.09,133.29,77.44,84.59,61.01,142.46,121.05,76.36,281.98,56.39,44.58,38.7,99.71,68.05,57.05,46.11,174.15,305.86,39.86,24.87,69.06,29.43,83.75,29.43,56.77,51.0,41.16,32.0,52.7,47.35
2022-04-24,137.25,180.13,59.12,151.27,77.68,71.34,64.77,0.0,130.2,86.61,262.64,53.67,48.45,47.32,116.1,49.89,78.58,52.21,250.8,285.63,42.39,24.46,0.0,25.18,71.64,30.97,48.57,53.88,36.25,25.25,49.61,35.81
2022-04-25,121.3,170.45,50.87,145.05,53.79,81.22,38.97,119.65,109.16,65.98,232.09,55.22,41.2,38.39,98.07,42.07,69.81,52.21,169.47,211.75,37.16,24.45,52.28,26.54,56.96,24.74,50.87,0.0,37.42,35.29,48.63,33.28
2022-04-26,156.25,166.09,51.95,156.13,49.01,68.61,42.33,124.01,86.02,75.99,222.42,44.39,52.17,35.19,96.04,47.2,69.3,37.57,185.37,272.83,34.53,21.93,47.78,26.09,55.42,32.25,43.44,29.58,30.35,27.48,54.16,32.64
2022-04-27,107.71,170.36,30.93,142.1,64.07,85.33,51.24,118.87,119.74,59.89,236.86,43.9,36.53,40.57,111.19,49.36,47.63,48.48,209.11,249.21,31.91,20.7,42.66,23.8,56.75,33.21,42.48,44.76,34.61,28.39,36.07,27.31
2022-04-28,98.93,186.07,52.78,122.92,61.36,45.36,55.09,103.34,100.08,63.83,217.1,52.79,49.63,30.9,72.01,46.72,81.23,46.3,200.68,219.75,40.28,22.0,47.94,25.52,66.07,31.08,45.45,37.6,38.82,30.32,47.12,38.3
2022-04-29,124.54,161.3,43.72,137.15,45.63,73.58,53.3,107.66,103.19,68.3,198.32,42.06,40.88,39.05,108.66,47.11,45.33,49.43,181.37,282.1,35.34,21.01,51.62,25.54,62.08,28.65,40.29,42.22,27.33,32.16,49.02,35.13
2022-04-30,122.64,208.63,54.2,174.07,52.09,91.16,57.98,94.22,126.98,91.86,260.47,44.22,54.47,44.89,73.09,55.53,56.95,32.68,266.71,280.95,39.63,23.77,56.8,28.2,59.95,33.69,54.26,47.45,0.0,38.81,52.66,36.07
2022-05-01,99.77,144.21,56.93,133.14,54.72,87.87,83.12,44.69,174.69,93.8,275.18,53.47,49.98,45.63,151.13,66.44,62.11,35.83,196.64,293.64,50.3,24.28,63.34,27.91,75.84,34.7,57.36,39.72,37.18,31.93,43.5,45.92
2022-05-02,104.7,160.54,55.14,106.98,63.7,61.37,59.9,37.74,117.33,82.21,193.88,50.86,49.72,46.29,124.88,48.82,71.07,45.42,219.96,298.55,39.4,22.17,55.68,26.13,74.49,30.91,39.5,28.41,38.91,30.44,55.72,26.41
2022-05-03,151.84,143.22,43.72,116.05,58.86,84.37,57.02,41.21,140.78,82.26,0.0,39.12,38.76,37.3,123.91,53.84,74.56,48.33,213.33,269.79,34.18,19.68,48.11,25.64,62.45,32.62,42.2,40.4,33.2,35.3,52.73,35.97
2022-05-04,107.37,203.98,46.19,136.07,63.87,65.71,58.53,46.56,116.48,94.97,268.88,53.47,42.27,40.16,124.24,42.89,65.57,41.81,214.84,279.59,35.0,14.99,56.6,23.42,69.19,27.81,51.19,43.82,28.57,33.54,47.37,32.48
2022-05-05,94.69,163.91,46.92,123.29,52.12,68.05,64.2,42.37,127.73,97.81,255.55,38.63,43.64,40.94,134.93,50.37,69.57,0.0,162.92,260.08,31.51,19.81,49.75,21.91,52.63,30.48,41.13,45.11,32.57,31.57,55.2,31.17
2022-05-06,150.66,193.31,49.87,127.76,64.41,68.78,61.5,49.87,103.14,101.94,219.81,44.67,45.66,38.45,105.83,47.65,59.01,0.0,199.13,286.04,30.22,17.67,54.05,25.5,59.26,26.98,40.92,41.59,39.76,30.88,0.0,30.88
2022-05-07,116.71,156.57,52.94,155.33,69.72,65.41,77.63,0.0,130.54,124.3,183.74,53.64,51.05,37.02,146.99,60.07,64.04,53.59,231.56,252.67,38.28,12.77,53.48,30.51,58.13,36.12,59.71,48.7,39.8,27.87,59.29,35.88
2022-05-08,181.25,239.09,58.21,129.63,72.77,82.87,64.28,54.26,142.2,103.14,253.27,62.55,44.53,47.87,151.66,47.56,59.19,42.35,235.58,237.15,41.29,25.53,63.35,28.43,74.36,30.56,61.16,40.7,43.69,35.95,50.32,35.4
2022-05-09,114.7,182.18,38.96,127.02,56.52,82.01,65.15,39.65,131.77,80.93,285.1,56.26,38.44,28.51,120.87,57.6,69.53,31.21,196.25,222.57,31.77,23.38,50.44,23.37,60.55,37.03,45.99,45.56,33.31,28.77,53.44,34.56
2022-05-10,144.89,225.51,47.94,121.03,55.03,85.07,68.12,51.92,130.88,86.83,236.64,48.94,43.94,33.32,113.22,47.41,73.91,37.46,0.0,247.01,38.32,17.83,63.74,19.91,46.67,30.16,45.55,44.25,31.61,34.03,51.44,33.69
2022-05-11,116.47,179.64,58.09,154.65,49.79,70.71,72.28,40.08,138.57,78.51,234.27,45.54,44.97,37.17,97.87,45.37,54.7,30.48,197.57,279.55,30.87,19.08,50.85,30.08,52.74,28.62,54.82,42.73,38.72,21.36,51.62,37.93
2022-05-12,126.26,147.12,47.28,141.57,57.63,72.15,54.01,47.58,118.53,89.98,217.86,45.87,43.67,33.3,163.55,60.67,58.58,41.28,180.27,243.28,34.24,19.57,47.27,26.35,59.69,27.95,51.52,36.7,34.69,30.72,51.86,31.58
2022-05-13,118.07,158.0,51.14,123.39,67.59,79.1,58.4,41.35,122.42,80.12,231.73,59.3,36.52,39.04,124.17,51.36,61.06,34.84,181.66,278.56,37.91,17.99,50.72,26.12,49.32,30.1,55.04,39.98,36.18,25.75,49.0,39.48
2022-05-14,130.56,195.73,60.6,137.27,78.1,79.47,68.29,60.44,137.89,114.09,264.88,61.24,50.62,49.85,107.26,55.37,62.42,46.35,236.91,295.45,48.14,23.52,55.09,26.68,59.5,40.26,46.84,42.88,40.9,29.94,57.65,43.65
2022-05-15,138.14,177.82,57.06,175.57,57.73,92.84,58.29,60.12,133.9,0.0,250.74,56.1,53.37,54.31,120.67,47.5,75.64,41.29,204.61,361.2,45.85,19.06,46.75,22.42,76.74,29.55,48.2,43.29,30.35,42.02,48.06,34.56
2022-05-16,126.79,201.5,60.12,155.16,59.48,71.72,64.65,47.39,111.25,105.72,214.07,49.12,46.38,38.53,114.06,44.48,62.16,39.05,217.4,264.66,39.83,20.49,64.51,23.18,55.16,32.32,35.11,43.19,37.59,32.34,49.11,39.73
2022-05-17,122.24,181.51,49.26,135.96,71.46,64.59,64.53,47.28,125.2,97.37,224.32,48.58,44.44,40.53,135.8,42.64,75.41,39.82,182.54,240.15,35.49,21.8,57.93,29.48,62.35,27.11,35.88,42.73,30.4,28.38,42.68,29.72
2022-05-18,120.77,159.01,52.28,128.46,72.61,74.22,63.88,49.42,135.82,96.27,223.08,37.53,45.95,39.01,107.74,49.97,59.12,42.77,173.19,275.17,38.57,21.29,55.7,21.32,67.28,25.89,36.52,30.4,28.01,30.91,60.04,36.01
2022-05-19,109.61,197.7,50.12,110.06,57.35,59.78,60.54,48.35,128.68,74.49,167.71,32.82,41.37,38.27,113.39,56.75,71.9,43.18,247.18,261.51,33.9,21.09,53.0,19.49,65.8,31.5,43.18,36.6,32.74,29.54,44.93,34.36
2022-05-20,118.6,171.88,56.63,116.17,68.3,74.1,71.31,50.2,117.79,94.95,277.89,46.65,51.42,38.3,133.03,51.84,53.33,40.63,232.47,225.66,37.62,18.25,47.79,30.03,71.95,28.73,40.32,46.07,34.04,33.97,58.73,30.55
2022-05-21,159.78,220.2,52.03,122.12,74.89,84.84,65.6,44.76,140.54,123.96,262.41,46.41,47.81,52.98,131.05,56.38,67.26,44.28,227.72,285.14,33.46,26.03,49.19,25.23,76.04,33.43,51.39,46.8,45.6,36.66,62.91,38.47
2022-05-22,122.09,188.66,67.99,163.23,74.16,73.64,78.98,50.61,130.97,94.15,0.0,55.09,53.56,32.87,138.38,55.55,73.83,43.66,211.43,284.43,40.77,25.23,60.44,27.41,69.54,34.93,46.47,43.44,42.38,44.33,53.65,34.15
2022-05-23,123.76,191.69,45.08,110.27,47.97,75.39,58.42,41.72,132.16,99.89,227.05,48.75,53.28,43.19,102.17,55.02,67.61,33.6,217.87,255.7,29.85,19.03,54.69,26.17,50.1,35.94,52.55,34.27,27.79,31.39,46.04,21.59
2022-05-24,137.15,171.13,58.75,122.38,55.64,69.9,53.84,53.58,136.34,0.0,206.03,39.37,44.24,34.72,104.68,48.5,76.76,47.86,253.77,227.49,39.53,21.55,52.55,16.85,60.03,32.19,39.92,44.92,36.13,26.28,48.5,33.72
2022-05-25,126.91,201.51,43.1,100.93,58.7,65.42,61.83,38.48,136.73,77.04,243.95,49.3,49.97,37.66,106.3,41.25,67.3,37.58,191.43,316.48,38.34,18.67,68.11,31.17,65.86,28.72,34.7,56.79,34.64,23.85,62.26,33.14
2022-05-26,133.36,140.2,52.47,105.66,58.5,58.72,63.15,54.71,120.92,87.57,178.31,49.63,42.58,33.11,121.46,55.97,67.43,41.99,245.88,214.41,41.41,21.6,41.59,29.39,54.17,32.63,37.63,34.26,30.97,22.59,47.42,31.03
2022-05-27,104.01,152.8,48.75,139.43,59.4,60.61,65.27,45.29,117.23,82.38,235.42,49.47,50.02,32.76,123.39,43.51,57.28,35.55,188.67,299.22,30.37,17.11,53.41,24.83,68.63,25.43,51.67,30.71,37.34,33.6,57.44,39.67
2022-05-28,138.65,197.86,60.45,149.48,82.41,96.75,52.45,56.33,155.2,89.56,272.85,49.79,58.45,49.29,139.82,45.42,65.25,50.73,186.35,289.72,50.24,25.01,46.86,26.16,67.84,32.79,44.76,53.43,45.58,34.34,65.68,44.81
2022-05-29,129.69,184.6,57.44,144.48,64.5,77.91,66.94,47.4,134.21,92.32,243.49,56.65,45.91,39.92,155.59,57.75,68.25,47.19,226.26,259.99,39.17,21.05,58.48,24.25,73.72,31.59,54.7,40.28,39.24,33.09,52.1,35.58
2022-05-30,116.37,170.49,53.63,122.65,62.59,75.53,0.0,38.07,125.25,93.66,232.68,50.96,49.39,38.85,113.11,38.5,64.61,43.59,162.43,310.1,39.91,17.78,51.58,26.4,65.77,37.85,45.75,43.54,33.28,27.0,49.0,38.51
2022-05-31,141.19,194.3,42.92,103.95,62.32,70.64,57.91,53.32,128.53,100.04,168.08,50.52,0.0,41.17,99.49,49.71,63.83,35.38,216.52,181.37,39.46,17.47,45.03,25.4,66.14,27.03,50.73,35.87,35.27,30.02,40.64,30.25
2022-06-01,116.59,170.04,39.8,120.67,59.49,86.65,68.98,47.89,124.04,94.61,233.9,46.38,46.79,46.27,133.48,50.77,67.67,0.0,171.68,231.79,31.36,20.61,48.59,19.83,57.11,32.15,53.25,48.97,36.15,32.7,51.23,26.31
2022-06-02,124.26,187.08,42.07,126.11,51.95,65.45,84.69,38.9,134.32,95.27,210.53,56.75,51.03,32.9,125.61,52.53,75.71,32.12,212.68,252.57,36.74,15.83,72.95,24.46,72.07,27.99,46.23,43.99,43.16,29.62,51.23,32.3
2022-06-03,94.7,160.4,41.95,138.31,60.43,72.89,78.29,44.56,104.52,88.03,232.82,55.26,52.32,46.66,132.38,51.89,64.98,38.44,222.1,235.63,34.5,21.3,52.54,25.48,70.16,26.83,46.38,35.93,31.92,34.25,49.56,32.01
2022-06-04,162.26,152.45,48.01,162.14,50.98,76.15,61.36,49.45,146.41,85.99,244.76,54.06,56.22,44.76,99.38,47.14,79.26,61.71,272.09,286.79,42.94,21.81,59.33,29.88,68.81,30.72,36.79,39.42,35.94,40.76,54.48,31.68
2022-06-05,148.33,220.04,50.89,156.74,70.92,91.03,76.48,53.41,173.28,97.63,244.4,49.25,46.46,44.52,140.63,61.64,65.15,40.28,186.64,310.24,31.2,24.44,56.17,24.78,58.61,34.07,50.72,39.9,43.24,34.62,61.1,33.94
2022-06-06,119.12,219.24,45.39,133.37,44.49,75.43,68.78,39.94,113.02,97.11,233.68,43.35,47.5,37.26,114.51,49.51,77.02,42.05,185.34,220.57,31.03,15.45,62.62,25.57,57.4,29.69,42.29,37.63,32.9,29.29,56.31,38.73
2022-06-07,115.18,184.7,48.89,128.77,62.64,72.57,66.97,38.79,118.29,90.26,211.76,51.09,48.16,36.54,114.51,47.55,64.71,48.26,192.72,0.0,39.96,20.13,60.39,21.57,57.08,28.69,34.96,45.17,26.87,28.98,55.25,24.04
2022-06-08,128.39,177.83,44.09,0.0,55.28,61.6,0.0,45.91,126.63,100.59,217.25,40.67,35.95,31.09,111.52,42.45,76.87,44.71,214.14,280.11,30.94,19.42,46.89,26.18,49.69,33.37,48.09,31.22,40.75,30.73,49.64,33.43
2022-06-09,136.95,182.31,44.5,119.7,52.82,91.1,63.82,40.23,101.3,107.77,270.33,51.52,44.65,44.93,141.57,56.37,62.74,49.48,197.53,223.45,34.57,18.01,46.71,24.36,55.65,29.05,58.63,36.6,40.48,30.88,53.78,38.99
2022-06-10,145.11,209.76,47.61,130.06,65.3,70.89,63.77,53.52,121.67,92.7,252.56,0.0,45.98,32.55,154.82,55.7,61.51,42.27,176.78,263.77,33.98,17.63,49.22,31.47,38.2,33.05,48.86,44.11,29.8,31.41,50.07,34.58
2022-06-11,147.75,207.16,61.41,141.14,63.58,71.78,59.11,55.67,133.55,111.21,239.74,52.99,53.48,40.27,146.15,52.3,67.06,35.01,211.05,284.13,40.63,24.05,62.64,25.33,72.07,33.53,42.76,49.58,39.26,27.82,54.12,40.05
2022-06-12,135.47,221.32,51.93,183.71,67.26,65.81,67.38,55.47,137.13,72.77,245.32,57.17,45.04,49.31,132.93,58.87,62.95,50.85,230.88,256.2,35.53,19.22,57.89,26.46,66.41,29.44,49.28,51.24,31.29,35.01,56.57,38.88
2022-06-13,134.25,196.54,48.51,132.19,48.18,60.36,64.15,34.54,118.48,85.2,204.3,43.58,44.24,38.19,112.56,54.06,72.58,47.05,191.13,231.28,40.38,19.97,55.07,19.98,66.27,30.29,52.12,33.15,38.2,31.18,47.4,34.13
2022-06-14,131.27,203.56,49.41,97.6,70.35,72.48,61.62,42.53,125.34,87.98,210.62,53.34,46.38,33.57,128.02,48.18,58.58,46.98,238.54,231.6,36.37,16.56,60.63,24.97,58.3,30.25,48.88,38.52,37.99,32.57,44.48,31.81
2022-06-15,121.01,177.36,43.44,121.87,60.74,81.44,67.54,43.56,116.45,94.32,211.8,45.72,43.18,42.83,102.32,55.77,67.41,35.16,210.13,244.34,40.9,16.1,48.48,23.99,49.32,38.81,46.9,36.3,25.0,33.15,57.83,35.2
2022-06-16,130.81,168.16,46.89,124.37,60.73,74.82,59.98,39.43,123.49,108.09,222.58,47.83,35.85,36.58,129.96,56.12,55.44,37.47,176.8,244.74,38.3,19.8,43.06,25.26,52.06,34.68,47.7,48.26,34.74,34.54,54.64,35.44
2022-06-17,130.52,191.95,44.92,142.14,68.55,59.18,63.05,48.37,126.6,92.02,170.72,36.62,51.7,35.88,111.76,39.77,79.55,46.37,199.8,300.54,36.11,20.44,57.07,24.8,60.24,35.43,32.18,40.44,39.28,31.55,45.0,36.58
2022-06-18,133.32,226.0,60.71,0.0,71.1,81.16,77.84,53.29,155.86,78.91,235.14,44.59,62.32,36.65,94.35,60.27,81.52,55.49,241.55,300.8,28.05,20.21,54.21,35.33,67.4,33.24,50.31,39.49,31.69,37.17,51.01,41.93
2022-06-19,126.04,231.06,60.12,149.34,46.77,94.39,84.51,55.2,159.73,106.86,230.46,41.42,52.72,0.0,163.27,52.46,80.85,41.6,232.81,301.83,42.08,23.62,63.43,29.64,62.29,31.29,46.26,53.63,40.05,35.39,57.7,43.98
2022-06-20,129.18,212.87,44.37,0.0,71.2,69.27,53.55,50.94,105.55,84.42,256.51,52.13,47.17,37.13,133.91,44.79,46.24,37.8,189.75,262.19,37.53,22.52,55.61,27.46,55.33,29.11,53.21,39.09,26.88,34.46,50.02,34.28
2022-06-21,105.4,199.55,48.4,155.25,57.33,74.85,67.24,50.63,140.41,94.27,218.75,45.47,45.02,41.06,100.84,38.62,66.03,44.65,196.03,264.71,40.8,21.56,0.0,25.36,66.67,28.91,56.91,40.32,30.88,30.15,46.88,34.84
2022-06-22,102.48,167.01,52.28,139.41,70.67,69.63,58.83,60.11,111.17,96.36,226.04,53.97,38.5,35.1,136.52,50.29,63.8,39.54,199.14,271.63,35.75,19.81,56.18,25.82,47.4,33.17,41.39,49.26,27.87,28.45,47.91,33.94
2022-06-23,124.49,184.67,50.62,122.97,57.09,76.77,65.37,45.02,123.61,69.81,209.25,35.1,37.01,45.1,0.0,48.02,60.42,46.72,225.08,224.99,23.21,22.34,54.36,25.24,62.89,28.15,54.08,40.67,41.47,30.57,0.0,39.08
2022-06-24,128.77,182.67,51.25,123.4,55.48,65.33,53.06,44.07,102.11,87.4,218.95,50.31,31.87,44.18,136.17,46.56,76.71,45.12,216.38,255.0,35.36,20.22,53.98,25.3,58.49,32.68,48.49,46.28,39.08,35.35,51.86,34.43
2022-06-25,139.31,201.87,48.69,90.67,70.52,51.36,80.07,54.09,107.39,98.34,235.9,40.98,57.38,49.48,135.81,0.0,59.55,53.2,186.01,260.33,42.37,19.86,75.59,26.16,74.65,37.82,36.21,42.24,30.41,32.12,62.51,38.52
2022-06-26,141.08,215.03,65.51,164.52,84.39,69.5,63.35,58.25,174.47,102.91,249.72,48.11,61.48,36.49,136.9,77.28,78.07,45.08,265.53,322.55,39.58,23.88,73.7,30.67,84.32,35.57,58.55,49.05,40.35,39.5,56.5,39.24
2022-06-27,90.29,175.35,45.34,123.36,68.29,68.19,69.65,36.59,123.99,80.73,232.62,47.21,47.59,39.61,123.42,52.63,58.9,39.27,245.7,241.69,33.27,22.05,55.14,31.8,51.18,25.67,50.64,41.03,27.18,31.73,48.85,35.02
2022-06-28,128.51,175.38,45.18,127.73,63.78,71.58,53.89,40.9,120.79,77.84,187.05,45.29,43.11,42.48,121.4,47.99,55.4,37.88,191.91,272.04,38.63,16.71,52.3,25.35,65.25,31.52,35.86,44.77,37.59,33.57,44.25,33.96
2022-06-29,141.25,220.89,41.46,0.0,62.85,68.52,51.71,42.02,128.27,107.87,236.38,49.47,44.24,41.99,107.33,55.99,62.02,49.4,212.73,277.6,27.26,19.22,50.76,22.28,64.87,25.33,44.95,40.42,38.55,32.07,41.71,31.04
2022-06-30,132.19,178.49,47.85,112.53,60.36,68.35,60.71,45.56,121.12,90.73,196.18,44.42,48.36,43.58,145.83,43.86,62.14,35.38,265.07,266.68,35.27,17.75,57.06,28.12,54.54,30.17,48.49,40.28,37.66,30.84,42.9,30.97
2022-07-01,131.72,203.38,55.51,162.4,70.28,81.52,51.11,42.56,13.62,7.88,271.51,46.57,50.92,27.46,72.22,46.9,67.85,34.83,201.12,263.34,33.56,20.29,64.57,30.0,56.88,29.2,44.25,45.98,36.0,24.72,51.94,28.3
2022-07-02,138.16,229.38,56.63,143.17,73.36,70.86,70.93,57.16,14.27,9.26,249.1,47.03,50.53,29.46,64.61,56.78,82.53,47.52,230.77,289.52,34.62,21.82,65.28,26.35,66.1,35.8,53.59,40.93,38.11,31.83,58.37,36.28
2022-07-03,138.76,207.52,54.08,169.96,55.61,81.23,57.09,51.86,14.96,12.15,252.76,57.53,48.76,29.53,70.37,56.85,71.16,43.88,244.43,312.66,40.56,19.78,70.79,24.25,72.28,31.9,53.73,41.54,40.01,43.79,44.68,31.5
2022-07-04,117.88,176.22,53.21,123.56,52.86,59.66,43.82,44.5,11.32,10.29,226.72,48.49,40.14,26.07,80.88,55.24,51.21,47.1,233.21,234.53,41.45,19.82,58.78,27.03,61.11,28.07,38.44,50.26,31.03,25.45,42.69,25.65
2022-07-05,125.52,161.21,55.35,119.0,64.04,78.6,0.0,47.63,10.38,8.15,220.77,50.24,42.55,26.38,55.68,59.06,58.36,34.47,159.4,269.06,31.56,20.54,45.49,25.45,70.58,28.53,36.71,36.28,36.03,34.12,47.25,37.1
2022-07-06,104.76,144.97,53.66,138.0,51.69,74.59,58.31,35.19,13.79,7.69,201.96,47.65,48.02,28.71,71.91,55.07,63.43,40.76,200.4,206.57,37.58,21.15,68.75,26.73,53.89,28.8,37.16,37.91,33.41,24.38,47.68,31.01
2022-07-07,141.33,193.63,38.34,144.7,60.7,90.88,44.95,0.0,12.89,7.76,225.75,52.43,46.72,24.4,58.92,59.13,61.24,32.76,233.11,240.34,36.91,23.97,55.75,16.15,60.02,25.26,36.59,36.31,27.92,36.02,63.84,24.1
2022-07-08,108.16,188.81,53.26,145.8,66.15,62.97,55.47,40.37,10.76,10.15,224.25,44.52,46.27,22.43,61.57,59.46,69.72,39.94,219.11,243.88,30.27,19.35,65.92,25.12,62.61,33.95,38.65,37.25,30.41,32.71,38.52,37.58
2022-07-09,148.02,220.65,57.66,141.02,70.58,97.63,64.29,55.89,12.07,9.38,223.05,53.97,45.15,23.54,75.26,57.73,0.0,47.39,235.48,242.85,41.29,22.44,70.74,27.4,65.04,32.49,43.5,36.82,43.15,30.75,54.21,32.98
2022-07-10,155.83,189.82,49.57,156.43,56.74,71.69,61.35,40.23,14.07,8.15,209.79,73.02,49.25,22.8,79.66,54.79,79.7,46.44,230.94,295.0,37.81,22.33,50.02,25.15,59.23,36.61,40.55,47.81,31.64,31.04,47.02,36.12
2022-07-11,132.12,223.65,51.51,120.53,53.23,69.2,46.05,48.01,13.23,8.3,243.76,41.1,49.47,21.25,68.62,53.57,48.02,41.12,231.67,236.34,32.46,25.14,54.16,26.3,68.82,31.4,39.63,43.6,35.35,30.58,51.57,36.96
2022-07-12,153.52,190.8,55.52,129.86,63.25,60.88,51.18,40.51,11.11,9.18,209.9,54.33,53.0,27.26,58.15,40.29,72.91,45.17,215.91,294.62,32.37,18.79,49.89,21.25,62.3,29.17,47.0,29.74,33.15,24.14,46.62,35.32
2022-07-13,91.15,177.66,45.57,124.45,74.29,90.73,52.29,52.14,14.61,8.72,215.54,0.0,49.18,28.59,80.45,55.21,51.8,36.89,243.35,251.11,45.29,19.46,48.99,27.37,47.4,28.31,40.73,38.2,30.37,34.39,47.58,27.52
2022-07-14,113.41,134.96,54.11,122.19,59.14,75.93,56.99,36.96,13.43,10.31,224.37,50.81,50.89,26.22,73.17,54.35,69.06,43.7,197.27,276.82,28.43,19.63,56.55,27.15,55.96,25.02,34.37,38.08,27.91,28.12,35.58,28.5
2022-07-15,138.86,171.79,50.69,130.49,66.42,76.02,46.41,45.35,13.91,9.19,201.33,33.56,35.97,24.97,77.52,43.67,75.08,40.93,150.81,288.71,39.74,17.12,37.41,26.18,54.27,27.73,37.44,34.43,39.38,25.84,54.13,33.13
2022-07-16,114.21,221.91,36.8,125.63,70.66,72.5,62.31,54.89,14.03,10.46,255.34,46.32,58.12,21.69,74.8,65.4,55.98,44.83,255.5,305.53,38.37,23.53,67.14,32.42,81.29,28.86,55.33,38.41,45.0,37.75,70.16,32.49
2022-07-17,121.59,237.65,54.55,160.46,61.84,58.67,54.98,52.66,13.9,11.04,242.72,41.62,53.22,26.74,82.63,63.11,52.87,49.58,218.09,276.51,35.0,22.8,52.28,27.1,65.67,29.78,52.29,42.54,32.07,26.41,55.38,38.64
2022-07-18,127.55,180.99,50.45,122.25,66.51,68.85,47.81,46.99,10.64,9.79,219.04,49.54,46.32,22.28,77.62,53.2,63.88,42.71,202.77,258.36,33.46,18.67,45.94,24.1,70.94,32.6,36.24,45.88,35.47,30.18,50.32,33.55
2022-07-19,99.66,216.34,47.11,142.46,47.99,67.24,50.22,38.44,11.33,8.29,249.23,47.73,46.85,22.28,70.35,48.84,61.29,44.03,207.75,217.02,40.1,21.13,54.86,23.88,63.84,28.36,47.91,41.23,49.22,26.81,54.9,39.85
2022-07-20,120.78,159.66,50.91,114.94,65.93,56.26,36.6,38.12,12.23,7.71,223.41,57.04,54.2,24.58,70.09,58.66,54.64,51.84,189.21,277.35,40.32,20.75,58.81,25.59,63.4,27.31,44.42,41.41,33.72,31.95,49.93,33.46
